PARAMETER,Scenario,REGION,TECHNOLOGY,FUEL,EMISSION,MODE_OF_OPERATION,YEAR,TIMESLICE,SEASON,DAYTYPE,DAILYTIMEBRACKET,STORAGE,Value
InputActivityRatio,BAU,RD,PROD_CLK_TRAD,RAW_MAT_CLK,,1,2037,,,,,,1.0
InputActivityRatio,BAU,RD,PROD_CLK_TRAD,RAW_MAT_CLK,,1,2038,,,,,,1.0
InputActivityRatio,BAU,RD,PROD_CLK_TRAD,RAW_MAT_CLK,,1,2039,,,,,,1.0
InputActivityRatio,BAU,RD,PROD_CLK_TRAD,RAW_MAT_CLK,,1,2040,,,,,,1.0
InputActivityRatio,BAU,RD,PROD_CLK_TRAD,RAW_MAT_CLK,,1,2041,,,,,,1.0
InputActivityRatio,BAU,RD,PROD_CLK_TRAD,RAW_MAT_CLK,,1,2042,,,,,,1.0
InputActivityRatio,BAU,RD,PROD_CLK_TRAD,RAW_MAT_CLK,,1,2043,,,,,,1.0
InputActivityRatio,BAU,RD,PROD_CLK_TRAD,RAW_MAT_CLK,,1,2044,,,,,,1.0
InputActivityRatio,BAU,RD,PROD_CLK_TRAD,RAW_MAT_CLK,,1,2045,,,,,,1.0
InputActivityRatio,BAU,RD,PROD_CLK_TRAD,RAW_MAT_CLK,,1,2046,,,,,,1.0
InputActivityRatio,BAU,RD,PROD_CLK_TRAD,RAW_MAT_CLK,,1,2047,,,,,,1.0
InputActivityRatio,BAU,RD,PROD_CLK_TRAD,RAW_MAT_CLK,,1,2048,,,,,,1.0
InputActivityRatio,BAU,RD,PROD_CLK_TRAD,RAW_MAT_CLK,,1,2049,,,,,,1.0
InputActivityRatio,BAU,RD,PROD_CLK_TRAD,RAW_MAT_CLK,,1,2050,,,,,,1.0
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2018,,,,,,0.7128
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2019,,,,,,0.7071
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2020,,,,,,0.7014
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2021,,,,,,0.6957
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2022,,,,,,0.69
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2023,,,,,,0.69
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2024,,,,,,0.69
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2025,,,,,,0.69
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2026,,,,,,0.69
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2027,,,,,,0.69
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2028,,,,,,0.69
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2029,,,,,,0.69
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2030,,,,,,0.69
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2031,,,,,,0.69
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2032,,,,,,0.69
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2033,,,,,,0.69
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2034,,,,,,0.69
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2035,,,,,,0.69
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2036,,,,,,0.69
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2037,,,,,,0.69
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2038,,,,,,0.69
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2039,,,,,,0.69
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2040,,,,,,0.69
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2041,,,,,,0.69
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2042,,,,,,0.69
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2043,,,,,,0.69
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2044,,,,,,0.69
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2045,,,,,,0.69
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2046,,,,,,0.69
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2047,,,,,,0.69
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2048,,,,,,0.69
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2049,,,,,,0.69
InputActivityRatio,BAU,RD,PROD_CEM,CLK_PROD,,1,2050,,,,,,0.69
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2018,,,,,,0.2872
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2019,,,,,,0.2929
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2020,,,,,,0.2986
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2021,,,,,,0.3043
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2022,,,,,,0.31
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2023,,,,,,0.31
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2024,,,,,,0.31
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2025,,,,,,0.31
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2026,,,,,,0.31
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2027,,,,,,0.31
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2028,,,,,,0.31
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2029,,,,,,0.31
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2030,,,,,,0.31
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2031,,,,,,0.31
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2032,,,,,,0.31
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2033,,,,,,0.31
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2034,,,,,,0.31
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2035,,,,,,0.31
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2036,,,,,,0.31
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2037,,,,,,0.31
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2038,,,,,,0.31
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2039,,,,,,0.31
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2040,,,,,,0.31
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2041,,,,,,0.31
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2042,,,,,,0.31
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2043,,,,,,0.31
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2044,,,,,,0.31
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2045,,,,,,0.31
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2046,,,,,,0.31
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2047,,,,,,0.31
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2048,,,,,,0.31
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2049,,,,,,0.31
InputActivityRatio,BAU,RD,PROD_CEM,RAW_MAT_CEM,,1,2050,,,,,,0.31
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2018,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2019,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2020,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2021,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2022,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2023,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2024,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2025,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2026,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2027,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2028,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2029,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2030,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2031,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2032,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2033,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2034,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2035,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2036,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2037,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2038,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2039,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2040,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2041,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2042,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2043,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2044,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2045,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2046,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2047,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2048,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2049,,,,,,1.0
InputActivityRatio,BAU,RD,T5CEM_PRODIND,CEM_PROD,,1,2050,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2018,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2019,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2020,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2021,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2022,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2023,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2024,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2025,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2026,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2027,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2028,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2029,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2030,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2031,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2032,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2033,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2034,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2035,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2036,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2037,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2038,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2039,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2040,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2041,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2042,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2043,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2044,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2045,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2046,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2047,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2048,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2049,,,,,,1.0
InputActivityRatio,BAU,RD,T5LIME_PRODIPPU,LIME_PROD,,1,2050,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2018,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2019,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2020,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2021,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2022,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2023,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2024,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2025,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2026,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2027,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2028,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2029,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2030,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2031,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2032,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2033,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2034,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2035,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2036,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2037,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2038,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2039,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2040,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2041,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2042,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2043,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2044,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2045,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2046,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2047,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2048,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2049,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBONATEIPPU,CARBONATE,,1,2050,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2018,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2019,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2020,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2021,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2022,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2023,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2024,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2025,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2026,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2027,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2028,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2029,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2030,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2031,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2032,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2033,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2034,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2035,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2036,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2037,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2038,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2039,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2040,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2041,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2042,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2043,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2044,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2045,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2046,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2047,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2048,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2049,,,,,,1.0
InputActivityRatio,BAU,RD,T5CARBIDE_PRODIPPU,CARBIDE_PROD,,1,2050,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2018,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2019,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2020,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2021,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2022,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2023,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2024,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2025,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2026,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2027,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2028,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2029,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2030,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2031,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2032,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2033,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2034,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2035,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2036,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2037,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2038,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2039,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2040,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2041,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2042,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2043,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2044,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2045,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2046,,,,,,1.0
InputActivityRatio,BAU,RD,T5PROD_FERROIPPU,PROD_FERRO,,1,2047,,,,,,1.0
